1,411.0010121,209043456,0,0,9896.283476,9862.911637
2,420.0543266,208457728,0,0,10036.17132,9996.415252
3,438.4667622,208556032,0,0,10677.41976,10638.17379
4,440.593892,208621568,0,2.135557624,10543.91577,10509.37505
5,419.8065678,208461824,0,2.142240455,10631.72067,10591.44223
6,421.5357773,208379904,0,1.966116803,10703.12982,10662.91217
7,418.952492,208416768,0,0,11286.50729,11248.749
8,415.3388117,208494592,0,0,11020.8774,10964.83465
9,440.7152647,208289792,0,0,10070.00571,10032.39927
10,443.5466977,208404480,0,0,10548.1436,10510.02338
11,436.1570342,208576512,0,0,10354.18849,10318.12471
12,422.7057083,208424960,0,0,10709.69785,10659.94607
13,427.8718815,207446016,0,0,10266.96066,10229.26523
14,439.8937912,207966208,0,0.947212061,10042.76507,9999.296336
15,351.7727493,208154624,0,0,9390.831591,9346.672235
16,72.7861034,208625664,0,1.98141934,2597.6023,2566.815757
17,66.9942858,146083840,0,0,2373.672535,2356.767389
18,36.4855857,95592448,0,0,2962.338096,2942.410907
19,44.2326772,95629312,0,0,2555.416988,2538.330186
20,32.2345603,95653888,0,0,4044.066019,4027.960007
21,24.9871022,50065408,0,0,3768.91671,3759.552942
22,20.2895004,49733632,0,0,6493.799822,6487.229367
23,68.4208909,49037312,0,0,8592.176404,8582.499548
24,117.2632641,94093312,0,0,10585.15261,10562.02138
25,349.5026079,160800768,0,0,12306.76113,12291.16793
26,418.7303924,207855616,0,0,10971.22681,10926.67091
27,435.5826427,207826944,0,0,10806.98368,10775.63702
28,437.667488,207720448,0,1.977383403,10276.05109,10233.93166
29,423.6293289,207937536,0,0,11052.70446,11015.82012
30,434.8637357,207818752,0,0,10669.39482,10617.33677
31,446.62603,207798272,0,0,9960.998301,9920.421216
32,424.9833054,207572992,0,7.333839611,10529.94902,10491.60072
33,422.4687094,207204352,0,1.882202319,10424.19448,10360.48663
34,415.7449728,207241216,0,0,10897.15182,10866.34629
35,426.7717501,207523840,0,0,11706.64932,11667.28051
36,411.0402444,207540224,0,0,10151.89883,10107.21037
37,93.4586193,208445440,0,0,3413.331822,3368.984527
38,52.6481005,145879040,0,0,2625.850054,2603.507334
39,30.039529,95563776,0,0,2711.285817,2685.964254
40,10.8826747,49967104,0,0,4881.470331,4874.413269
41,19.6442158,50061312,0,0,2700.806125,2692.005327
42,10.9036291,50159616,0,0,2689.728483,2681.423568
43,15.2420819,49963008,0,0,3817.988536,3810.69036
44,19.7686627,49700864,0,0,6710.089011,6700.390478
45,61.322805,49065984,0,0,8503.723977,8494.242737
46,120.9171988,94142464,0,0,10049.50942,10035.91236
47,354.5135111,161017856,0,0,11925.74934,11886.22439
48,419.9732123,207622144,0,0,11196.38281,11149.15535
49,422.5085734,207532032,0,0,10654.20675,10610.6188
50,418.9018676,207618048,0,18.09122572,11291.13842,11257.09073
51,444.9127334,207155200,0,0,10390.56591,10332.35399
52,434.7096243,206938112,0,0,11319.31737,11288.05386
53,435.9628038,207163392,0,0,9873.078764,9837.801796
54,421.6162538,207204352,0,0,10439.24932,10408.21389
55,427.9414331,207101952,0,0,10833.15527,10776.59747
56,406.8721057,207212544,0,1.896943857,9514.467429,9472.106614
57,363.2585193,207896576,0,0,9059.360762,9029.735183
58,222.9145965,208285696,0,0,5806.89916,5771.112597
59,102.9763152,208523264,0,0,5480.571265,5446.990453
60,59.6753705,145944576,0,0,3626.241058,3613.945894
61,42.5737776,95490048,0,0,2669.885791,2654.908174
62,41.8385164,95666176,0,0,2701.479015,2682.473134
63,35.9085733,95469568,0,0,2764.839397,2746.55826
64,58.4132681,95440896,0,0,4518.213915,4503.097787
65,122.7386131,95227904,0,0,7591.694764,7573.202534
66,303.4100598,161714176,0,0,11793.26736,11761.06478
67,393.6861987,207585280,0,0,10784.915,10744.32195
68,410.3682832,207310848,0,0,10084.11924,10035.16359
69,404.1265994,207478784,0,0,10095.79479,10056.23865
70,424.2248118,207409152,0,0,10298.29006,10267.86542
71,442.7434588,207433728,0,0,10705.45484,10663.38437
72,405.8734757,207253504,0,0,10051.56951,10026.48968
73,424.4122305,218882048,5.221084638,0,10093.61243,10066.36621
74,405.0130292,219217920,0,0,10528.23887,10491.99245
75,409.8157024,219328512,0,0,9601.770491,9567.223641
76,92.6730973,219865088,0,0,2988.456517,2952.777531
77,57.4835935,145788928,0,0,2647.246785,2625.436702
78,55.1417483,95600640,0,0,2631.203798,2613.202526
79,32.768052,95784960,0,0,4290.671253,4276.530824
80,19.5139865,49934336,0,0,2745.259805,2737.678832
81,12.3803943,49958912,0,0,2762.472921,2753.100664
82,27.8377511,49893376,0,0,4559.112501,4552.242919
83,17.5907083,49532928,0,2.306960424,7309.44322,7300.759839
84,68.624483,49233920,0,0,7532.124777,7525.16589
85,157.7016183,94220288,0,0,14441.33744,14431.34328
86,431.8813431,218619904,0,0,10154.10277,10120.49281
87,444.1266027,218120192,0,0,10621.31242,10578.94834
88,424.4219641,218066944,0,0,10448.1394,10408.11933
89,429.5553921,218333184,0,0,10878.92493,10843.65585
90,414.6412245,218324992,0,0,10490.22193,10446.64234
91,437.5478705,218419200,0,0,11127.15496,11090.5919
92,404.3897455,218402816,0,0,9952.021976,9918.012241
93,372.7393068,219222016,0,0,11670.66648,11637.41879
94,71.9237327,219447296,0,26.94641221,2518.752343,2475.933467
95,107.7077679,145895424,0,0,6098.859082,6093.012459
96,85.9167886,162037760,0,0,3504.637682,3473.019961
97,244.72617,145690624,0,1.947732027,10683.92332,10685.85543
