0,0.08
1,0.16
2,0.24
3,0.32
4,0.4
5,0.48
6,0.56
7,0.64
8,0.72
9,0.8
10,0.88
11,0.96
12,1.04
13,1.12
14,1.2
15,1.28
16,1.36
17,1.44
18,1.52
19,1.6
20,1.68
21,1.76
22,1.84
23,1.92
24,2
