1,0.0001
2,0.043
3,0.0859
4,0.1288
5,0.1717
6,0.2146
7,0.2575
8,0.3004
9,0.3433
10,0.3862
11,0.4291
12,0.472
13,0.5149
14,0.5578
15,0.6007
16,0.6436
17,0.6865
18,0.7294
19,0.7723
20,0.8152
21,0.8581
22,0.901
23,0.9439
24,0.9868
25,1.0297
