234.96,653.25,3.41s,2014.15\nTransfer/sec:,"672.60KB\n"")",,,,,,,
283.67,708.51,3.61s,2038.27\nTransfer/sec:,"680.65KB\n"")",,,,,,,
168.7,489.69,3.62s,2057.84\nTransfer/sec:,"687.19KB\n"")",,,,,,,
37.02,73.86,1.92s,2034.74\nTransfer/sec:,"679.48KB\n"")",,,,,,,
29.12,9.52,65.25,2092.55\nTransfer/sec:,"698.78KB\n"")",,,,,,,
224.35,627.24,3.41s,2111.41\nTransfer/sec:,"705.08KB\n"")",,,,,,,
307.92,805.75,4.27s,2121.21\nTransfer/sec:,"708.35KB\n"")",,,,,,,
224.36,634.75,3.47s,2138.68\nTransfer/sec:,"714.19KB\n"")",,,,,,,
120.56,415.65,3.32s,2150.81\nTransfer/sec:,"718.24KB\n"")",,,,,,,
25.95,12.35,65.73,2165.41\nTransfer/sec:,"723.11KB\n"")",,,,,,,
29.39,9.61,67.39,2177.17\nTransfer/sec:,"727.04KB\n"")",,,,,,,
29.18,9.54,65.86,2192.41\nTransfer/sec:,"732.13KB\n"")",,,,,,,
262.34,683.82,3.99s,2206.71\nTransfer/sec:,"736.91KB\n"")",,,,,,,
116.69,306.42,1.89s,2215.36\nTransfer/sec:,"739.80KB\n"")",,,,,,,
177.99,518.93,3.92s,2236.38\nTransfer/sec:,"746.82KB\n"")",,,,,,,
184.32,519.65,3.60s,2254.45\nTransfer/sec:,"752.85KB\n"")",,,,,,,
68.43,225.7,2.08s,2234.99\nTransfer/sec:,"746.36KB\n"")",,,,,,,
29.57,9.47,65.5,2282.01\nTransfer/sec:,"762.06KB\n"")",,,,,,,
232.53,648.74,3.43s,2292.91\nTransfer/sec:,"765.70KB\n"")",,,,,,,
116.44,376.53,3.36s,2303.79\nTransfer/sec:,"769.33KB\n"")",,,,,,,
296.27,703.42,3.69s,2305.09\nTransfer/sec:,"769.77KB\n"")",,,,,,,
348.99,781.29,3.63s,2320.37\nTransfer/sec:,"774.87KB\n"")",,,,,,,
31.13,21.51,514.56,2326.39\nTransfer/sec:,"776.88KB\n"")",,,,,,,
991.52,2.46s,31.11s,2333.39\nTransfer/sec:,"779.22KB\n"")",,,,,,,
1016,2.13s,14.62s,2207.06\nTransfer/sec:,"737.03KB\n"")",,,,,,,
26.8,8.41,72.45,2345.78\nTransfer/sec:,"783.35KB\n"")",,,,,,,
1020,2.07s,10.34s,2351.86\nTransfer/sec:,"785.39KB\n"")",,,,,,,
941.17,1.74s,6.67s,2358.69\nTransfer/sec:,"787.67KB\n"")",,,,,,,
53.81,212.46,3.59s,2363.56\nTransfer/sec:,"789.29KB\n"")",,,,,,,
148.18,449.18,3.17s,2366.53\nTransfer/sec:,"790.28KB\n"")",,,,,,,
1530,2.19s,7.90s,2370.44\nTransfer/sec:,"791.59KB\n"")",,,,,,,
995.1,1.84s,6.68s,2322.66\nTransfer/sec:,"775.63KB\n"")",,,,,,,
26.99,8.45,74.75,2348.74\nTransfer/sec:,"784.34KB\n"")",,,,,,,
948.94,1.85s,6.71s,2402.93\nTransfer/sec:,"802.44KB\n"")",,,,,,,
1120,1.86s,7.21s,2415.81\nTransfer/sec:,"806.74KB\n"")",,,,,,,
25.97,35.7,548.86,2138.88\nTransfer/sec:,"714.25KB\n"")",,,,,,,
27.04,8.41,71.74,2424.80\nTransfer/sec:,"809.75KB\n"")",,,,,,,
203.25,585.07,3.40s,2429.75\nTransfer/sec:,"811.40KB\n"")",,,,,,,
90.06,260.66,1.80s,2430.65\nTransfer/sec:,"811.70KB\n"")",,,,,,,
289.78,695.12,3.46s,2432.41\nTransfer/sec:,"812.29KB\n"")",,,,,,,
130.09,336.09,2.04s,2434.48\nTransfer/sec:,"812.98KB\n"")",,,,,,,
32.63,16.01,288,2426.79\nTransfer/sec:,"810.41KB\n"")",,,,,,,
301.06,808.56,7.69s,2437.56\nTransfer/sec:,"814.01KB\n"")",,,,,,,
412.62,783.5,3.52s,2435.43\nTransfer/sec:,"813.30KB\n"")",,,,,,,
99.58,373.18,7.57s,2250.97\nTransfer/sec:,"751.69KB\n"")",,,,,,,
28.34,9.31,95.49,2425.66\nTransfer/sec:,"810.03KB\n"")",,,,,,,
364.46,791.13,3.91s,2421.76\nTransfer/sec:,"808.73KB\n"")",,,,,,,
245.27,660.71,3.43s,2422.63\nTransfer/sec:,"809.02KB\n"")",,,,,,,
152.54,428.16,3.92s,2421.79\nTransfer/sec:,"808.74KB\n"")",,,,,,,
27.79,11.47,66.69,2424.80\nTransfer/sec:,"809.75KB\n"")",,,,,,,
29.18,9.55,70.85,2430.73\nTransfer/sec:,"811.73KB\n"")",,,,,,,
117.55,409.62,3.38s,2434.25\nTransfer/sec:,"812.90KB\n"")",,,,,,,
180.89,562.88,3.44s,2438.53\nTransfer/sec:,"814.33KB\n"")",,,,,,,
239.45,653.25,3.47s,2439.51\nTransfer/sec:,"814.66KB\n"")",,,,,,,
102.86,295.18,3.31s,2442.39\nTransfer/sec:,"815.62KB\n"")",,,,,,,
29.43,9.62,71.17,2444.14\nTransfer/sec:,"816.21KB\n"")",,,,,,,
102.24,326.17,2.77s,2449.36\nTransfer/sec:,"817.95KB\n"")",,,,,,,
306.88,698.14,3.41s,2454.00\nTransfer/sec:,"819.50KB\n"")",,,,,,,
1280,2.47s,18.48s,2338.68\nTransfer/sec:,"780.98KB\n"")",,,,,,,
34.55,16.9,267.52,2439.36\nTransfer/sec:,"814.61KB\n"")",,,,,,,
301.03,691.02,3.51s,2440.46\nTransfer/sec:,"814.98KB\n"")",,,,,,,
789.09,1.43s,9.09s,2434.47\nTransfer/sec:,"812.98KB\n"")",,,,,,,
28.27,17.81,509.7,2403.21\nTransfer/sec:,"802.54KB\n"")",,,,,,,
879.76,1.73s,6.98s,2403.45\nTransfer/sec:,"802.62KB\n"")",,,,,,,
909.45,1.69s,7.20s,2395.22\nTransfer/sec:,"799.87KB\n"")",,,,,,,
57.37,240.59,3.60s,2360.23\nTransfer/sec:,"788.18KB\n"")",,,,,,,
30.5,16.5,300.8,2378.78\nTransfer/sec:,"794.38KB\n"")",,,,,,,
223.65,638.19,3.42s,2383.38\nTransfer/sec:,"795.91KB\n"")",,,,,,,
715.09,1.63s,14.62s,2381.29\nTransfer/sec:,"795.21KB\n"")",,,,,,,
60.05,186.76,2.02s,2333.80\nTransfer/sec:,"779.35KB\n"")",,,,,,,
72.12,207.43,2.06s,2375.02\nTransfer/sec:,"793.12KB\n"")",,,,,,,
134.67,372.37,3.60s,2386.13\nTransfer/sec:,"796.83KB\n"")",,,,,,,
89.15,254.44,1.81s,2385.20\nTransfer/sec:,"796.52KB\n"")",,,,,,,
205.34,582.29,3.42s,2383.31\nTransfer/sec:,"795.89KB\n"")",,,,,,,
163.67,450.96,3.36s,2375.79\nTransfer/sec:,"793.38KB\n"")",,,,,,,
29.49,9.76,83.97,2407.01\nTransfer/sec:,"803.80KB\n"")",,,,,,,
94,350.05,3.37s,2423.61\nTransfer/sec:,"809.35KB\n"")",,,,,,,
283.38,698.06,3.42s,2434.47\nTransfer/sec:,"812.98KB\n"")",,,,,,,
92.69,262.8,1.82s,2438.62\nTransfer/sec:,"814.36KB\n"")",,,,,,,
