117.7692639,558059520,0,0.98758619,10429.02972,8532.218413,60.9017729,593113088,0,0,10418.13984,8514.254156,43.1917837,586973184,0,0,9630.957298,8529.584452
285.8592815,557080576,0,1.998258144,23214.9136,23166.74088,122.5335894,591982592,0,0,23211.01249,23161.89717,48.8429357,119562240,0,0,23162.72707,23154.22804
160.3622776,556699648,0,0,10983.61051,10933.32226,62.9267252,591290368,0,0,10980.59688,10940.28385,50.0094065,587087872,0,2.011082726,10969.78044,10945.6022
375.1528364,556085248,0,0,21837.62185,21797.55339,143.0726631,591138816,0,0,21840.97585,21808.92316,90.0383884,587235328,0,0,21831.03068,21807.99456
205.8200454,555905024,0,0,13553.05197,13513.2015,156.0811121,654761984,48.25527715,49.26059542,13367.21437,13321.18595,59.0139599,586973184,0,0,13503.96129,13477.05027
366.7691261,555573248,0,0,22887.48156,22841.4947,145.9214591,593620992,0,0,22835.13264,22803.14264,91.9272333,587005952,0,0,22822.24613,22805.22556
183.2468941,555667456,0,0,12713.32884,12671.4211,73.1066188,594501632,0,1.999142806,12709.77178,12666.64337,56.1175868,586887168,0,0,12707.94567,12682.39897
181.1962601,555958272,0,1.993811448,12713.68987,12680.3592,76.1293877,594599936,0,0,12721.30743,12683.2822,57.912154,586817536,0,0,12717.33758,12695.35864
71.8507694,557371392,0,0,5084.03523,5033.937262,32.9370685,595902464,0,0,5078.025675,5027.498461,25.0531141,586768384,0,0,5071.145567,5039.80598
30.5120543,109080576,0,0,2545.47267,2537.668103,8.9703232,118239232,0,0,3161.322832,3156.956364,8.0196631,119586816,0,0,3138.215115,3136.037312
11.034876,109092864,0,0,2549.359765,2540.818896,9.0979502,118169600,0,0,2553.165563,2542.496216,8.0692348,119521280,0,0,2538.617288,2534.343602
23.6461859,109060096,0,0,2499.877776,2489.942014,9.8395662,118169600,0,0,2975.910039,2966.188136,10.2286533,119586816,0,0,2967.834042,2962.012878
